protein1,protein2,combined_score
9606.ENSP00000212015,9606.ENSP00000265171,400
9606.ENSP00000216037,9606.ENSP00000262947,781
9606.ENSP00000216037,9606.ENSP00000360266,673
9606.ENSP00000216037,9606.ENSP00000351273,503
9606.ENSP00000216037,9606.ENSP00000437955,988
9606.ENSP00000216037,9606.ENSP00000225831,422
9606.ENSP00000216037,9606.ENSP00000307235,909
9606.ENSP00000216037,9606.ENSP00000401303,772
9606.ENSP00000216037,9606.ENSP00000212015,483
9606.ENSP00000216037,9606.ENSP00000252804,528
9606.ENSP00000216037,9606.ENSP00000216117,447
9606.ENSP00000216037,9606.ENSP00000312652,599
9606.ENSP00000216037,9606.ENSP00000354558,551
9606.ENSP00000216037,9606.ENSP00000161559,402
9606.ENSP00000216117,9606.ENSP00000307235,578
9606.ENSP00000216117,9606.ENSP00000229795,453
9606.ENSP00000216117,9606.ENSP00000280357,514
9606.ENSP00000216117,9606.ENSP00000339191,678
9606.ENSP00000216117,9606.ENSP00000457421,430
9606.ENSP00000216117,9606.ENSP00000297494,770
9606.ENSP00000216117,9606.ENSP00000252804,696
9606.ENSP00000216117,9606.ENSP00000212015,733
9606.ENSP00000216117,9606.ENSP00000371067,430
9606.ENSP00000216117,9606.ENSP00000478561,431
9606.ENSP00000216117,9606.ENSP00000265171,400
9606.ENSP00000216117,9606.ENSP00000263923,405
9606.ENSP00000216117,9606.ENSP00000360266,798
9606.ENSP00000216117,9606.ENSP00000362680,456
9606.ENSP00000216117,9606.ENSP00000437955,701
9606.ENSP00000216117,9606.ENSP00000368572,514
9606.ENSP00000216117,9606.ENSP00000225831,697
9606.ENSP00000216117,9606.ENSP00000351273,665
9606.ENSP00000216117,9606.ENSP00000346839,479
9606.ENSP00000216117,9606.ENSP00000356954,431
9606.ENSP00000216117,9606.ENSP00000362057,626
9606.ENSP00000216117,9606.ENSP00000263734,616
9606.ENSP00000216117,9606.ENSP00000306512,622
9606.ENSP00000216117,9606.ENSP00000354558,527
9606.ENSP00000216117,9606.ENSP00000275493,419
9606.ENSP00000216117,9606.ENSP00000216037,447
9606.ENSP00000216117,9606.ENSP00000288135,515
9606.ENSP00000216117,9606.ENSP00000219070,506
9606.ENSP00000216117,9606.ENSP00000495360,489
9606.ENSP00000216117,9606.ENSP00000264498,464
9606.ENSP00000216117,9606.ENSP00000223095,638
9606.ENSP00000216117,9606.ENSP00000312652,424
9606.ENSP00000216181,9606.ENSP00000318195,485
9606.ENSP00000216181,9606.ENSP00000464087,892
9606.ENSP00000216181,9606.ENSP00000495360,417
9606.ENSP00000216181,9606.ENSP00000458162,978
9606.ENSP00000216181,9606.ENSP00000275493,457
9606.ENSP00000216181,9606.ENSP00000362680,646
9606.ENSP00000216181,9606.ENSP00000300060,436
9606.ENSP00000216181,9606.ENSP00000346032,532
9606.ENSP00000216181,9606.ENSP00000346839,558
9606.ENSP00000216181,9606.ENSP00000373700,502
9606.ENSP00000216181,9606.ENSP00000272233,595
9606.ENSP00000216181,9606.ENSP00000291547,444
9606.ENSP00000216181,9606.ENSP00000339191,524
9606.ENSP00000216181,9606.ENSP00000379287,415
9606.ENSP00000216181,9606.ENSP00000401303,416
9606.ENSP00000216181,9606.ENSP00000419260,413
9606.ENSP00000219070,9606.ENSP00000333769,663
9606.ENSP00000219070,9606.ENSP00000428340,473
9606.ENSP00000219070,9606.ENSP00000269571,738
9606.ENSP00000219070,9606.ENSP00000257290,512
9606.ENSP00000219070,9606.ENSP00000216117,506
9606.ENSP00000219070,9606.ENSP00000499900,476
9606.ENSP00000219070,9606.ENSP00000301455,590
9606.ENSP00000219070,9606.ENSP00000447297,484
9606.ENSP00000219070,9606.ENSP00000498587,678
9606.ENSP00000219070,9606.ENSP00000483313,415
9606.ENSP00000219070,9606.ENSP00000364979,821
9606.ENSP00000219070,9606.ENSP00000308208,997
9606.ENSP00000219070,9606.ENSP00000404131,447
9606.ENSP00000219070,9606.ENSP00000495360,803
9606.ENSP00000219070,9606.ENSP00000264498,802
9606.ENSP00000219070,9606.ENSP00000223095,755
9606.ENSP00000219070,9606.ENSP00000312652,446
9606.ENSP00000219070,9606.ENSP00000480043,627
9606.ENSP00000219070,9606.ENSP00000264036,434
9606.ENSP00000219070,9606.ENSP00000265371,584
