protein1,protein2,combined_score
9606.ENSP00000218548,9606.ENSP00000275493,397
9606.ENSP00000218548,9606.ENSP00000362680,343
9606.ENSP00000218721,9606.ENSP00000483570,499
9606.ENSP00000218758,9606.ENSP00000350896,317
9606.ENSP00000218758,9606.ENSP00000362680,508
9606.ENSP00000218758,9606.ENSP00000483570,340
9606.ENSP00000219070,9606.ENSP00000269571,738
9606.ENSP00000219070,9606.ENSP00000257290,512
9606.ENSP00000219070,9606.ENSP00000499900,476
9606.ENSP00000219070,9606.ENSP00000361423,345
9606.ENSP00000219070,9606.ENSP00000288135,389
9606.ENSP00000219070,9606.ENSP00000432511,378
9606.ENSP00000219070,9606.ENSP00000261937,386
9606.ENSP00000219070,9606.ENSP00000282397,731
9606.ENSP00000219070,9606.ENSP00000354558,512
9606.ENSP00000219070,9606.ENSP00000275493,693
9606.ENSP00000219070,9606.ENSP00000302486,450
9606.ENSP00000219070,9606.ENSP00000263923,628
9606.ENSP00000219070,9606.ENSP00000362680,972
9606.ENSP00000219070,9606.ENSP00000261799,571
9606.ENSP00000219070,9606.ENSP00000350896,560
9606.ENSP00000219070,9606.ENSP00000317272,703
9606.ENSP00000219070,9606.ENSP00000371067,523
9606.ENSP00000219070,9606.ENSP00000263967,305
9606.ENSP00000219070,9606.ENSP00000393312,616
9606.ENSP00000219150,9606.ENSP00000477713,492
9606.ENSP00000219150,9606.ENSP00000432511,341
9606.ENSP00000219150,9606.ENSP00000483570,429
9606.ENSP00000219207,9606.ENSP00000288135,425
9606.ENSP00000219235,9606.ENSP00000499900,314
9606.ENSP00000219235,9606.ENSP00000275493,305
9606.ENSP00000219235,9606.ENSP00000371067,349
9606.ENSP00000219235,9606.ENSP00000282397,351
9606.ENSP00000219240,9606.ENSP00000354558,362
9606.ENSP00000219244,9606.ENSP00000371067,309
9606.ENSP00000219244,9606.ENSP00000282397,343
9606.ENSP00000219244,9606.ENSP00000499900,312
9606.ENSP00000219255,9606.ENSP00000350896,563
9606.ENSP00000219431,9606.ENSP00000275493,496
9606.ENSP00000219476,9606.ENSP00000317272,335
9606.ENSP00000219476,9606.ENSP00000371067,323
9606.ENSP00000219476,9606.ENSP00000393312,422
9606.ENSP00000219476,9606.ENSP00000263967,687
9606.ENSP00000219476,9606.ENSP00000419260,461
9606.ENSP00000219476,9606.ENSP00000263923,370
9606.ENSP00000219476,9606.ENSP00000362680,660
9606.ENSP00000219476,9606.ENSP00000261799,389
9606.ENSP00000219476,9606.ENSP00000373700,389
9606.ENSP00000219476,9606.ENSP00000262948,402
9606.ENSP00000219476,9606.ENSP00000354558,990
9606.ENSP00000219476,9606.ENSP00000275493,649
9606.ENSP00000219476,9606.ENSP00000302486,478
9606.ENSP00000219476,9606.ENSP00000269571,525
9606.ENSP00000219476,9606.ENSP00000361423,359
9606.ENSP00000219476,9606.ENSP00000257290,407
9606.ENSP00000219476,9606.ENSP00000288135,446
9606.ENSP00000219548,9606.ENSP00000269571,982
9606.ENSP00000219548,9606.ENSP00000361423,775
9606.ENSP00000219548,9606.ENSP00000288135,351
9606.ENSP00000219548,9606.ENSP00000432511,315
9606.ENSP00000219548,9606.ENSP00000354558,305
9606.ENSP00000219548,9606.ENSP00000275493,930
9606.ENSP00000219548,9606.ENSP00000477713,320
9606.ENSP00000219548,9606.ENSP00000346671,515
9606.ENSP00000219548,9606.ENSP00000362680,565
9606.ENSP00000219548,9606.ENSP00000317272,404
9606.ENSP00000219548,9606.ENSP00000371067,491
9606.ENSP00000219551,9606.ENSP00000275493,529
9606.ENSP00000219596,9606.ENSP00000354558,369
9606.ENSP00000219596,9606.ENSP00000499900,310
9606.ENSP00000219596,9606.ENSP00000371067,315
9606.ENSP00000219746,9606.ENSP00000269571,383
9606.ENSP00000220003,9606.ENSP00000346671,885
9606.ENSP00000220003,9606.ENSP00000302486,635
9606.ENSP00000220003,9606.ENSP00000477713,912
9606.ENSP00000220003,9606.ENSP00000275493,929
9606.ENSP00000220003,9606.ENSP00000428924,948
9606.ENSP00000220003,9606.ENSP00000269571,489
9606.ENSP00000220003,9606.ENSP00000483570,509
9606.ENSP00000220003,9606.ENSP00000362680,998
9606.ENSP00000220003,9606.ENSP00000262948,629
9606.ENSP00000220062,9606.ENSP00000317272,316
9606.ENSP00000220507,9606.ENSP00000275493,340
9606.ENSP00000220507,9606.ENSP00000317272,331
9606.ENSP00000220507,9606.ENSP00000262948,305
9606.ENSP00000220514,9606.ENSP00000275493,379
9606.ENSP00000220592,9606.ENSP00000361423,365
9606.ENSP00000220592,9606.ENSP00000269571,368
9606.ENSP00000220592,9606.ENSP00000275493,956
9606.ENSP00000220592,9606.ENSP00000354558,360
9606.ENSP00000220592,9606.ENSP00000362680,640
9606.ENSP00000220592,9606.ENSP00000317272,305
9606.ENSP00000220592,9606.ENSP00000231948,635
9606.ENSP00000220597,9606.ENSP00000275493,676
9606.ENSP00000220597,9606.ENSP00000477713,874
9606.ENSP00000220597,9606.ENSP00000346671,948
9606.ENSP00000220597,9606.ENSP00000269571,424
9606.ENSP00000220597,9606.ENSP00000428924,961
9606.ENSP00000220597,9606.ENSP00000361423,449
9606.ENSP00000220597,9606.ENSP00000362680,880
9606.ENSP00000220616,9606.ENSP00000373700,305
9606.ENSP00000220616,9606.ENSP00000269571,327
9606.ENSP00000220616,9606.ENSP00000288135,359
9606.ENSP00000220616,9606.ENSP00000275493,336
9606.ENSP00000220751,9606.ENSP00000231948,419
9606.ENSP00000220751,9606.ENSP00000288135,476
9606.ENSP00000220751,9606.ENSP00000361423,431
9606.ENSP00000220751,9606.ENSP00000428924,490
9606.ENSP00000220751,9606.ENSP00000269571,453
9606.ENSP00000220764,9606.ENSP00000263967,462
9606.ENSP00000220772,9606.ENSP00000275493,411
9606.ENSP00000220772,9606.ENSP00000257290,335
9606.ENSP00000220772,9606.ENSP00000269571,391
9606.ENSP00000220772,9606.ENSP00000288135,315
9606.ENSP00000220809,9606.ENSP00000317272,349
9606.ENSP00000220809,9606.ENSP00000362680,402
9606.ENSP00000220809,9606.ENSP00000263923,421
9606.ENSP00000220809,9606.ENSP00000261799,332
9606.ENSP00000220809,9606.ENSP00000275493,367
9606.ENSP00000220809,9606.ENSP00000282397,368
9606.ENSP00000220809,9606.ENSP00000477713,439
9606.ENSP00000220809,9606.ENSP00000257290,355
9606.ENSP00000221130,9606.ENSP00000354558,353
9606.ENSP00000221132,9606.ENSP00000362680,323
9606.ENSP00000221132,9606.ENSP00000269571,372
9606.ENSP00000221132,9606.ENSP00000275493,418
9606.ENSP00000221132,9606.ENSP00000354558,300
9606.ENSP00000221138,9606.ENSP00000262948,921
9606.ENSP00000221138,9606.ENSP00000362680,635
9606.ENSP00000221138,9606.ENSP00000371067,428
9606.ENSP00000221138,9606.ENSP00000428924,571
9606.ENSP00000221138,9606.ENSP00000477713,553
9606.ENSP00000221138,9606.ENSP00000302486,928
9606.ENSP00000221138,9606.ENSP00000275493,527
9606.ENSP00000221138,9606.ENSP00000346671,726
9606.ENSP00000221419,9606.ENSP00000346671,412
9606.ENSP00000221419,9606.ENSP00000275493,440
9606.ENSP00000221419,9606.ENSP00000477713,469
9606.ENSP00000221419,9606.ENSP00000269571,368
9606.ENSP00000221419,9606.ENSP00000371067,321
9606.ENSP00000221419,9606.ENSP00000362680,422
9606.ENSP00000221419,9606.ENSP00000262948,326
9606.ENSP00000221452,9606.ENSP00000499900,382
9606.ENSP00000221452,9606.ENSP00000428924,379
9606.ENSP00000221452,9606.ENSP00000269571,308
9606.ENSP00000221452,9606.ENSP00000432511,351
9606.ENSP00000221452,9606.ENSP00000275493,404
9606.ENSP00000221452,9606.ENSP00000354558,317
9606.ENSP00000221452,9606.ENSP00000302486,317
9606.ENSP00000221452,9606.ENSP00000477713,337
9606.ENSP00000221452,9606.ENSP00000362680,441
9606.ENSP00000221452,9606.ENSP00000371067,427
9606.ENSP00000221452,9606.ENSP00000483570,418
9606.ENSP00000221455,9606.ENSP00000261799,317
9606.ENSP00000221455,9606.ENSP00000419260,303
9606.ENSP00000221486,9606.ENSP00000261799,339
9606.ENSP00000221496,9606.ENSP00000288135,388
9606.ENSP00000221515,9606.ENSP00000354558,325
9606.ENSP00000221515,9606.ENSP00000371067,372
9606.ENSP00000221561,9606.ENSP00000269571,419
9606.ENSP00000221561,9606.ENSP00000275493,419
9606.ENSP00000221566,9606.ENSP00000275493,415
9606.ENSP00000221665,9606.ENSP00000257290,459
9606.ENSP00000221797,9606.ENSP00000282397,498
9606.ENSP00000221847,9606.ENSP00000499900,564
9606.ENSP00000221847,9606.ENSP00000371067,555
9606.ENSP00000221891,9606.ENSP00000361423,391
9606.ENSP00000221930,9606.ENSP00000362680,787
9606.ENSP00000221930,9606.ENSP00000263923,734
9606.ENSP00000221930,9606.ENSP00000350896,330
9606.ENSP00000221930,9606.ENSP00000373700,788
9606.ENSP00000221930,9606.ENSP00000261799,825
9606.ENSP00000221930,9606.ENSP00000371067,594
9606.ENSP00000221930,9606.ENSP00000483570,379
9606.ENSP00000221930,9606.ENSP00000317272,739
9606.ENSP00000221930,9606.ENSP00000419260,345
9606.ENSP00000221930,9606.ENSP00000263967,358
9606.ENSP00000221930,9606.ENSP00000393312,508
9606.ENSP00000221930,9606.ENSP00000499900,511
9606.ENSP00000221930,9606.ENSP00000361423,447
9606.ENSP00000221930,9606.ENSP00000428924,356
9606.ENSP00000221930,9606.ENSP00000257290,774
9606.ENSP00000221930,9606.ENSP00000269571,635
9606.ENSP00000221930,9606.ENSP00000432511,438
9606.ENSP00000221930,9606.ENSP00000288135,702
9606.ENSP00000221930,9606.ENSP00000261937,423
9606.ENSP00000221930,9606.ENSP00000346671,429
9606.ENSP00000221930,9606.ENSP00000275493,975
9606.ENSP00000221930,9606.ENSP00000354558,582
9606.ENSP00000221930,9606.ENSP00000282397,727
9606.ENSP00000221930,9606.ENSP00000302486,487
9606.ENSP00000221930,9606.ENSP00000477713,428
9606.ENSP00000221954,9606.ENSP00000261937,485
9606.ENSP00000221957,9606.ENSP00000477713,347
9606.ENSP00000221957,9606.ENSP00000362680,355
9606.ENSP00000221972,9606.ENSP00000262948,426
9606.ENSP00000221972,9606.ENSP00000373700,691
9606.ENSP00000221972,9606.ENSP00000263923,473
9606.ENSP00000221972,9606.ENSP00000362680,642
9606.ENSP00000221972,9606.ENSP00000483570,955
9606.ENSP00000221972,9606.ENSP00000288135,581
9606.ENSP00000221972,9606.ENSP00000432511,353
9606.ENSP00000221972,9606.ENSP00000361423,431
9606.ENSP00000221972,9606.ENSP00000428924,999
9606.ENSP00000221972,9606.ENSP00000302486,467
9606.ENSP00000221972,9606.ENSP00000477713,655
9606.ENSP00000221972,9606.ENSP00000275493,416
9606.ENSP00000221972,9606.ENSP00000346671,932
9606.ENSP00000221978,9606.ENSP00000477713,408
9606.ENSP00000221992,9606.ENSP00000288135,508
9606.ENSP00000221992,9606.ENSP00000269571,768
9606.ENSP00000221992,9606.ENSP00000275493,720
9606.ENSP00000221992,9606.ENSP00000373700,575
9606.ENSP00000221992,9606.ENSP00000362680,394
9606.ENSP00000221992,9606.ENSP00000263967,449
9606.ENSP00000221992,9606.ENSP00000317272,499
9606.ENSP00000222002,9606.ENSP00000371067,359
9606.ENSP00000222005,9606.ENSP00000269571,891
9606.ENSP00000222005,9606.ENSP00000428924,346
9606.ENSP00000222005,9606.ENSP00000499900,325
9606.ENSP00000222005,9606.ENSP00000361423,617
9606.ENSP00000222005,9606.ENSP00000477713,466
9606.ENSP00000222005,9606.ENSP00000302486,456
9606.ENSP00000222005,9606.ENSP00000275493,917
9606.ENSP00000222005,9606.ENSP00000346671,493
9606.ENSP00000222005,9606.ENSP00000262948,471
9606.ENSP00000222005,9606.ENSP00000373700,386
9606.ENSP00000222005,9606.ENSP00000362680,899
9606.ENSP00000222005,9606.ENSP00000263967,543
9606.ENSP00000222005,9606.ENSP00000317272,307
9606.ENSP00000222005,9606.ENSP00000483570,536
9606.ENSP00000222005,9606.ENSP00000371067,302
9606.ENSP00000222139,9606.ENSP00000432511,933
9606.ENSP00000222139,9606.ENSP00000288135,799
9606.ENSP00000222139,9606.ENSP00000362680,588
9606.ENSP00000222139,9606.ENSP00000361423,524
9606.ENSP00000222139,9606.ENSP00000499900,968
9606.ENSP00000222139,9606.ENSP00000428924,904
9606.ENSP00000222139,9606.ENSP00000263923,377
9606.ENSP00000222139,9606.ENSP00000350896,302
9606.ENSP00000222139,9606.ENSP00000261799,432
9606.ENSP00000222139,9606.ENSP00000419260,639
9606.ENSP00000222139,9606.ENSP00000477713,310
9606.ENSP00000222139,9606.ENSP00000263967,570
9606.ENSP00000222139,9606.ENSP00000371067,999
9606.ENSP00000222139,9606.ENSP00000275493,573
9606.ENSP00000222145,9606.ENSP00000362680,361
9606.ENSP00000222145,9606.ENSP00000263923,437
9606.ENSP00000222224,9606.ENSP00000371067,417
9606.ENSP00000222224,9606.ENSP00000432511,336
9606.ENSP00000222248,9606.ENSP00000275493,319
9606.ENSP00000222254,9606.ENSP00000261937,741
9606.ENSP00000222254,9606.ENSP00000432511,925
9606.ENSP00000222254,9606.ENSP00000288135,968
9606.ENSP00000222254,9606.ENSP00000361423,308
9606.ENSP00000222254,9606.ENSP00000499900,921
9606.ENSP00000222254,9606.ENSP00000257290,938
9606.ENSP00000222254,9606.ENSP00000428924,930
9606.ENSP00000222254,9606.ENSP00000269571,985
9606.ENSP00000222254,9606.ENSP00000302486,350
9606.ENSP00000222254,9606.ENSP00000477713,773
9606.ENSP00000222254,9606.ENSP00000275493,993
9606.ENSP00000222254,9606.ENSP00000354558,944
9606.ENSP00000222254,9606.ENSP00000282397,748
9606.ENSP00000222254,9606.ENSP00000346671,955
9606.ENSP00000222254,9606.ENSP00000262948,357
9606.ENSP00000222254,9606.ENSP00000373700,927
9606.ENSP00000222254,9606.ENSP00000261799,971
9606.ENSP00000222254,9606.ENSP00000362680,959
9606.ENSP00000222254,9606.ENSP00000263923,931
9606.ENSP00000222254,9606.ENSP00000393312,948
9606.ENSP00000222254,9606.ENSP00000263967,999
9606.ENSP00000222254,9606.ENSP00000419260,999
9606.ENSP00000222254,9606.ENSP00000371067,923
9606.ENSP00000222254,9606.ENSP00000483570,925
9606.ENSP00000222254,9606.ENSP00000317272,768
9606.ENSP00000222256,9606.ENSP00000275493,308
9606.ENSP00000222305,9606.ENSP00000262948,311
9606.ENSP00000222329,9606.ENSP00000362680,395
9606.ENSP00000222330,9606.ENSP00000362680,467
9606.ENSP00000222330,9606.ENSP00000262948,448
9606.ENSP00000222330,9606.ENSP00000263967,388
9606.ENSP00000222330,9606.ENSP00000269571,364
9606.ENSP00000222330,9606.ENSP00000346671,511
9606.ENSP00000222330,9606.ENSP00000302486,402
9606.ENSP00000222330,9606.ENSP00000354558,632
9606.ENSP00000222374,9606.ENSP00000269571,363
9606.ENSP00000222374,9606.ENSP00000362680,376
9606.ENSP00000222390,9606.ENSP00000302486,435
9606.ENSP00000222390,9606.ENSP00000275493,980
9606.ENSP00000222390,9606.ENSP00000282397,908
9606.ENSP00000222390,9606.ENSP00000354558,524
9606.ENSP00000222390,9606.ENSP00000261937,886
9606.ENSP00000222390,9606.ENSP00000432511,512
9606.ENSP00000222390,9606.ENSP00000288135,925
9606.ENSP00000222390,9606.ENSP00000257290,841
9606.ENSP00000222390,9606.ENSP00000361423,376
9606.ENSP00000222390,9606.ENSP00000499900,583
9606.ENSP00000222390,9606.ENSP00000269571,918
9606.ENSP00000222390,9606.ENSP00000393312,814
9606.ENSP00000222390,9606.ENSP00000263967,623
9606.ENSP00000222390,9606.ENSP00000371067,641
9606.ENSP00000222390,9606.ENSP00000317272,999
9606.ENSP00000222390,9606.ENSP00000373700,696
9606.ENSP00000222390,9606.ENSP00000261799,855
9606.ENSP00000222390,9606.ENSP00000362680,867
9606.ENSP00000222390,9606.ENSP00000263923,966
9606.ENSP00000222399,9606.ENSP00000317272,509
9606.ENSP00000222399,9606.ENSP00000275493,304
9606.ENSP00000222399,9606.ENSP00000257290,355
9606.ENSP00000222482,9606.ENSP00000288135,453
9606.ENSP00000222543,9606.ENSP00000361423,385
9606.ENSP00000222547,9606.ENSP00000231948,316
9606.ENSP00000222553,9606.ENSP00000371067,329
9606.ENSP00000222553,9606.ENSP00000354558,412
9606.ENSP00000222573,9606.ENSP00000362680,927
9606.ENSP00000222573,9606.ENSP00000317272,312
9606.ENSP00000222573,9606.ENSP00000428924,425
9606.ENSP00000222573,9606.ENSP00000275493,300
9606.ENSP00000222693,9606.ENSP00000317272,515
9606.ENSP00000222693,9606.ENSP00000263923,507
9606.ENSP00000222693,9606.ENSP00000362680,971
9606.ENSP00000222693,9606.ENSP00000346671,962
9606.ENSP00000222693,9606.ENSP00000275493,977
9606.ENSP00000222747,9606.ENSP00000275493,340
9606.ENSP00000222823,9606.ENSP00000263923,308
9606.ENSP00000222823,9606.ENSP00000362680,316
9606.ENSP00000222968,9606.ENSP00000257290,379
9606.ENSP00000222968,9606.ENSP00000261799,303
9606.ENSP00000222990,9606.ENSP00000499900,436
9606.ENSP00000223023,9606.ENSP00000361423,635
9606.ENSP00000223023,9606.ENSP00000477713,477
9606.ENSP00000223023,9606.ENSP00000275493,761
9606.ENSP00000223023,9606.ENSP00000346671,854
9606.ENSP00000223023,9606.ENSP00000362680,927
9606.ENSP00000223023,9606.ENSP00000393312,466
9606.ENSP00000223023,9606.ENSP00000483570,551
9606.ENSP00000223026,9606.ENSP00000317272,322
9606.ENSP00000223061,9606.ENSP00000257290,362
9606.ENSP00000223061,9606.ENSP00000261799,394
9606.ENSP00000223095,9606.ENSP00000275493,699
9606.ENSP00000223095,9606.ENSP00000282397,457
9606.ENSP00000223095,9606.ENSP00000354558,351
9606.ENSP00000223095,9606.ENSP00000302486,550
9606.ENSP00000223095,9606.ENSP00000257290,309
9606.ENSP00000223095,9606.ENSP00000269571,447
9606.ENSP00000223095,9606.ENSP00000371067,325
9606.ENSP00000223095,9606.ENSP00000317272,382
9606.ENSP00000223095,9606.ENSP00000362680,446
9606.ENSP00000223095,9606.ENSP00000263923,453
9606.ENSP00000223095,9606.ENSP00000261799,405
9606.ENSP00000223136,9606.ENSP00000354558,350
9606.ENSP00000223145,9606.ENSP00000373700,384
9606.ENSP00000223215,9606.ENSP00000275493,392
9606.ENSP00000223321,9606.ENSP00000346671,381
9606.ENSP00000223321,9606.ENSP00000231948,309
9606.ENSP00000223357,9606.ENSP00000261799,403
9606.ENSP00000223357,9606.ENSP00000257290,315
9606.ENSP00000223364,9606.ENSP00000263923,407
9606.ENSP00000223366,9606.ENSP00000354558,384
9606.ENSP00000223500,9606.ENSP00000275493,429
9606.ENSP00000223641,9606.ENSP00000275493,646
9606.ENSP00000223641,9606.ENSP00000371067,368
9606.ENSP00000223642,9606.ENSP00000362680,542
9606.ENSP00000223795,9606.ENSP00000483570,317
9606.ENSP00000224337,9606.ENSP00000428924,999
9606.ENSP00000224337,9606.ENSP00000361423,624
9606.ENSP00000224337,9606.ENSP00000362680,686
9606.ENSP00000224337,9606.ENSP00000269571,497
9606.ENSP00000224337,9606.ENSP00000432511,384
9606.ENSP00000224337,9606.ENSP00000288135,391
9606.ENSP00000224337,9606.ENSP00000346671,807
9606.ENSP00000224337,9606.ENSP00000275493,431
9606.ENSP00000224337,9606.ENSP00000483570,999
9606.ENSP00000224337,9606.ENSP00000477713,742
9606.ENSP00000224337,9606.ENSP00000263967,592
9606.ENSP00000224784,9606.ENSP00000275493,530
9606.ENSP00000224784,9606.ENSP00000257290,558
9606.ENSP00000224784,9606.ENSP00000288135,327
9606.ENSP00000224784,9606.ENSP00000261799,781
9606.ENSP00000224784,9606.ENSP00000263923,404
9606.ENSP00000225174,9606.ENSP00000354558,336
9606.ENSP00000225174,9606.ENSP00000362680,357
9606.ENSP00000225275,9606.ENSP00000477713,316
9606.ENSP00000225275,9606.ENSP00000354558,301
9606.ENSP00000225275,9606.ENSP00000275493,357
9606.ENSP00000225275,9606.ENSP00000288135,705
9606.ENSP00000225275,9606.ENSP00000269571,528
9606.ENSP00000225275,9606.ENSP00000361423,485
9606.ENSP00000225275,9606.ENSP00000371067,408
9606.ENSP00000225275,9606.ENSP00000263923,323
9606.ENSP00000225275,9606.ENSP00000362680,322
9606.ENSP00000225387,9606.ENSP00000269571,404
9606.ENSP00000225474,9606.ENSP00000354558,366
9606.ENSP00000225474,9606.ENSP00000282397,618
9606.ENSP00000225474,9606.ENSP00000275493,857
9606.ENSP00000225474,9606.ENSP00000477713,447
9606.ENSP00000225474,9606.ENSP00000269571,646
9606.ENSP00000225474,9606.ENSP00000499900,889
9606.ENSP00000225474,9606.ENSP00000361423,683
9606.ENSP00000225474,9606.ENSP00000428924,636
9606.ENSP00000225474,9606.ENSP00000257290,754
9606.ENSP00000225474,9606.ENSP00000288135,661
9606.ENSP00000225474,9606.ENSP00000432511,775
9606.ENSP00000225474,9606.ENSP00000317272,352
9606.ENSP00000225474,9606.ENSP00000371067,988
9606.ENSP00000225474,9606.ENSP00000483570,347
9606.ENSP00000225474,9606.ENSP00000263923,522
9606.ENSP00000225474,9606.ENSP00000362680,403
9606.ENSP00000225474,9606.ENSP00000261799,758
9606.ENSP00000225474,9606.ENSP00000373700,315
9606.ENSP00000225512,9606.ENSP00000275493,333
9606.ENSP00000225538,9606.ENSP00000483570,372
9606.ENSP00000225577,9606.ENSP00000362680,502
9606.ENSP00000225577,9606.ENSP00000261799,413
9606.ENSP00000225577,9606.ENSP00000483570,429
9606.ENSP00000225577,9606.ENSP00000419260,657
9606.ENSP00000225577,9606.ENSP00000263967,716
9606.ENSP00000225577,9606.ENSP00000428924,403
9606.ENSP00000225577,9606.ENSP00000361423,606
9606.ENSP00000225577,9606.ENSP00000288135,591
9606.ENSP00000225577,9606.ENSP00000346671,464
9606.ENSP00000225577,9606.ENSP00000354558,999
9606.ENSP00000225577,9606.ENSP00000275493,327
9606.ENSP00000225577,9606.ENSP00000302486,384
9606.ENSP00000225614,9606.ENSP00000269571,414
9606.ENSP00000225655,9606.ENSP00000362680,641
9606.ENSP00000225655,9606.ENSP00000354558,472
9606.ENSP00000225688,9606.ENSP00000275493,338
9606.ENSP00000225688,9606.ENSP00000354558,377
9606.ENSP00000225688,9606.ENSP00000302486,504
9606.ENSP00000225688,9606.ENSP00000317272,363
9606.ENSP00000225688,9606.ENSP00000362680,373
9606.ENSP00000225698,9606.ENSP00000317272,480
9606.ENSP00000225719,9606.ENSP00000477713,430
9606.ENSP00000225719,9606.ENSP00000346671,429
9606.ENSP00000225792,9606.ENSP00000361423,463
9606.ENSP00000225792,9606.ENSP00000275493,345
9606.ENSP00000225792,9606.ENSP00000362680,464
9606.ENSP00000225792,9606.ENSP00000231948,308
9606.ENSP00000225823,9606.ENSP00000373700,385
9606.ENSP00000225831,9606.ENSP00000432511,343
9606.ENSP00000225831,9606.ENSP00000288135,687
9606.ENSP00000225831,9606.ENSP00000428924,353
9606.ENSP00000225831,9606.ENSP00000257290,645
9606.ENSP00000225831,9606.ENSP00000499900,781
9606.ENSP00000225831,9606.ENSP00000269571,448
9606.ENSP00000225831,9606.ENSP00000261937,323
9606.ENSP00000225831,9606.ENSP00000477713,323
9606.ENSP00000225831,9606.ENSP00000302486,370
9606.ENSP00000225831,9606.ENSP00000275493,725
9606.ENSP00000225831,9606.ENSP00000282397,791
9606.ENSP00000225831,9606.ENSP00000354558,511
9606.ENSP00000225831,9606.ENSP00000362680,733
9606.ENSP00000225831,9606.ENSP00000263923,758
9606.ENSP00000225831,9606.ENSP00000262948,319
9606.ENSP00000225831,9606.ENSP00000261799,530
9606.ENSP00000225831,9606.ENSP00000419260,376
9606.ENSP00000225831,9606.ENSP00000483570,352
9606.ENSP00000225831,9606.ENSP00000371067,602
9606.ENSP00000225831,9606.ENSP00000317272,397
9606.ENSP00000225842,9606.ENSP00000362680,547
9606.ENSP00000225844,9606.ENSP00000261937,441
9606.ENSP00000225844,9606.ENSP00000362680,544
9606.ENSP00000225844,9606.ENSP00000263923,518
9606.ENSP00000225844,9606.ENSP00000282397,365
9606.ENSP00000225916,9606.ENSP00000354558,364
9606.ENSP00000225929,9606.ENSP00000275493,414
9606.ENSP00000225964,9606.ENSP00000282397,311
9606.ENSP00000225964,9606.ENSP00000275493,655
9606.ENSP00000225964,9606.ENSP00000346671,372
9606.ENSP00000225964,9606.ENSP00000288135,372
9606.ENSP00000225964,9606.ENSP00000269571,308
9606.ENSP00000225964,9606.ENSP00000257290,684
9606.ENSP00000225964,9606.ENSP00000393312,389
9606.ENSP00000225964,9606.ENSP00000261799,831
9606.ENSP00000225964,9606.ENSP00000263923,397
9606.ENSP00000225964,9606.ENSP00000362680,328
9606.ENSP00000225972,9606.ENSP00000275493,301
9606.ENSP00000226004,9606.ENSP00000362680,303
9606.ENSP00000226004,9606.ENSP00000302486,305
9606.ENSP00000226004,9606.ENSP00000275493,433
9606.ENSP00000226067,9606.ENSP00000317272,446
9606.ENSP00000226091,9606.ENSP00000275493,305
9606.ENSP00000226091,9606.ENSP00000346671,650
9606.ENSP00000226091,9606.ENSP00000269571,402
9606.ENSP00000226091,9606.ENSP00000350896,997
9606.ENSP00000226091,9606.ENSP00000362680,711
9606.ENSP00000226105,9606.ENSP00000346671,379
9606.ENSP00000226218,9606.ENSP00000269571,323
9606.ENSP00000226218,9606.ENSP00000257290,337
9606.ENSP00000226218,9606.ENSP00000282397,377
9606.ENSP00000226218,9606.ENSP00000275493,611
9606.ENSP00000226218,9606.ENSP00000263923,760
9606.ENSP00000226218,9606.ENSP00000362680,733
9606.ENSP00000226218,9606.ENSP00000261799,399
9606.ENSP00000226218,9606.ENSP00000317272,436
9606.ENSP00000226230,9606.ENSP00000275493,555
9606.ENSP00000226247,9606.ENSP00000477713,332
9606.ENSP00000226247,9606.ENSP00000288135,371
9606.ENSP00000226279,9606.ENSP00000483570,592
9606.ENSP00000226279,9606.ENSP00000371067,487
9606.ENSP00000226279,9606.ENSP00000231948,370
9606.ENSP00000226279,9606.ENSP00000373700,339
9606.ENSP00000226279,9606.ENSP00000362680,382
9606.ENSP00000226279,9606.ENSP00000263923,334
9606.ENSP00000226279,9606.ENSP00000275493,365
9606.ENSP00000226279,9606.ENSP00000354558,311
9606.ENSP00000226279,9606.ENSP00000477713,638
9606.ENSP00000226279,9606.ENSP00000428924,652
9606.ENSP00000226279,9606.ENSP00000499900,366
9606.ENSP00000226279,9606.ENSP00000361423,594
9606.ENSP00000226279,9606.ENSP00000269571,370
9606.ENSP00000226279,9606.ENSP00000432511,417
9606.ENSP00000226279,9606.ENSP00000288135,722
9606.ENSP00000226317,9606.ENSP00000362680,532
9606.ENSP00000226355,9606.ENSP00000362680,387
9606.ENSP00000226355,9606.ENSP00000263967,328
9606.ENSP00000226382,9606.ENSP00000373700,625
9606.ENSP00000226413,9606.ENSP00000393312,758
9606.ENSP00000226413,9606.ENSP00000483570,499
9606.ENSP00000226574,9606.ENSP00000263967,697
9606.ENSP00000226574,9606.ENSP00000393312,386
9606.ENSP00000226574,9606.ENSP00000317272,450
9606.ENSP00000226574,9606.ENSP00000483570,759
9606.ENSP00000226574,9606.ENSP00000373700,358
9606.ENSP00000226574,9606.ENSP00000263923,461
9606.ENSP00000226574,9606.ENSP00000362680,756
9606.ENSP00000226574,9606.ENSP00000275493,837
9606.ENSP00000226574,9606.ENSP00000346671,636
9606.ENSP00000226574,9606.ENSP00000419260,597
9606.ENSP00000226574,9606.ENSP00000371067,657
9606.ENSP00000226574,9606.ENSP00000261799,394
9606.ENSP00000226574,9606.ENSP00000302486,762
9606.ENSP00000226574,9606.ENSP00000477713,490
9606.ENSP00000226574,9606.ENSP00000354558,760
9606.ENSP00000226574,9606.ENSP00000282397,385
